index,start,end,filename,probability,true_label,true_class,predicted_class
354,179.0,179.999512,SPACE.S98.yyyymmdd.ECREP,0.6204875,nonartifact,1,0
364,184.0,184.999512,SPACE.S98.yyyymmdd.ECREP,0.6401683,nonartifact,1,0
365,184.5,185.499512,SPACE.S98.yyyymmdd.ECREP,0.7745372,nonartifact,1,0
366,185.0,185.999512,SPACE.S98.yyyymmdd.ECREP,0.7826023,nonartifact,1,0
367,185.5,186.499512,SPACE.S98.yyyymmdd.ECREP,0.7106801,nonartifact,1,0
368,186.0,186.999512,SPACE.S98.yyyymmdd.ECREP,0.86046,nonartifact,1,0
369,186.5,187.499512,SPACE.S98.yyyymmdd.ECREP,0.8404934,nonartifact,1,0
370,187.0,187.999512,SPACE.S98.yyyymmdd.ECREP,0.76524514,nonartifact,1,0
371,187.5,188.499512,SPACE.S98.yyyymmdd.ECREP,0.46626988,nonartifact,1,1
374,189.0,189.999512,SPACE.S98.yyyymmdd.ECREP,0.5608747,nonartifact,1,0
375,189.5,190.499512,SPACE.S98.yyyymmdd.ECREP,0.73127764,nonartifact,1,0
376,190.0,190.999512,SPACE.S98.yyyymmdd.ECREP,0.69971406,nonartifact,1,0
377,190.5,191.499512,SPACE.S98.yyyymmdd.ECREP,0.5353104,nonartifact,1,0
378,191.0,191.999512,SPACE.S98.yyyymmdd.ECREP,0.81304985,nonartifact,1,0
379,191.5,192.499512,SPACE.S98.yyyymmdd.ECREP,0.82305413,nonartifact,1,0
380,192.0,192.999512,SPACE.S98.yyyymmdd.ECREP,0.82087094,nonartifact,1,0
381,193.0,193.999512,SPACE.S98.yyyymmdd.ECREP,0.5695349,artifact,0,0
21,10.0,10.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.531669,nonartifact,1,0
22,10.5,11.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.83546597,nonartifact,1,0
23,11.0,11.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.80427366,nonartifact,1,0
24,11.5,12.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.5933427,nonartifact,1,0
40,19.5,20.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.7928657,artifact,0,0
41,20.5,21.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.78277415,nonartifact,1,0
42,21.0,21.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.3752898,nonartifact,1,1
60,30.5,31.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.90560925,artifact,0,0
61,31.0,31.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.87897825,nonartifact,1,0
62,31.5,32.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.81598514,nonartifact,1,0
63,32.0,32.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.7649916,nonartifact,1,0
64,32.5,33.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.84219015,nonartifact,1,0
65,33.0,33.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.9121621,nonartifact,1,0
66,33.5,34.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.8961257,nonartifact,1,0
67,34.0,34.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8559349,nonartifact,1,0
68,34.5,35.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.8014425,nonartifact,1,0
69,35.0,35.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.72831166,nonartifact,1,0
70,35.5,36.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.4028621,nonartifact,1,1
102,52.0,52.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.3353281,nonartifact,1,1
103,52.5,53.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.6840257,nonartifact,1,0
104,53.0,53.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.55889916,nonartifact,1,0
116,59.0,59.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.47650403,nonartifact,1,1
117,59.5,60.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.69731504,nonartifact,1,0
118,60.0,60.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.6747736,nonartifact,1,0
119,60.5,61.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.43754134,nonartifact,1,1
122,62.0,62.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.3794667,nonartifact,1,1
123,62.5,63.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.8293282,nonartifact,1,0
124,63.0,63.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.93897706,artifact,0,0
130,66.0,66.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.46469882,nonartifact,1,1
131,66.5,67.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.65199107,nonartifact,1,0
132,67.0,67.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.74338317,nonartifact,1,0
133,67.5,68.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.6536183,artifact,0,0
139,71.0,71.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.5360099,nonartifact,1,0
140,71.5,72.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.68517363,nonartifact,1,0
141,72.0,72.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.64197874,nonartifact,1,0
145,74.0,74.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.62869656,nonartifact,1,0
146,74.5,75.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.78049886,nonartifact,1,0
147,75.0,75.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.5848957,nonartifact,1,0
155,79.0,79.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.6028569,nonartifact,1,0
156,79.5,80.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.7399012,nonartifact,1,0
157,80.0,80.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.63780063,nonartifact,1,0
164,83.5,84.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.4040086,nonartifact,1,1
165,84.0,84.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.6869807,nonartifact,1,0
166,84.5,85.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.5565401,nonartifact,1,0
174,88.5,89.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.80229133,artifact,0,0
175,89.0,89.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8109163,nonartifact,1,0
176,89.5,90.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.534848,nonartifact,1,0
198,101.0,101.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.28030768,nonartifact,1,1
199,101.5,102.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.6547748,nonartifact,1,0
200,102.0,102.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8290047,nonartifact,1,0
201,102.5,103.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.79153657,nonartifact,1,0
202,103.0,103.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8878853,nonartifact,1,0
203,103.5,104.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.8945178,nonartifact,1,0
204,104.0,104.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8527163,nonartifact,1,0
205,104.5,105.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.7707767,nonartifact,1,0
206,105.0,105.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.3382804,nonartifact,1,1
208,106.0,106.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.5727942,nonartifact,1,0
209,106.5,107.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.6554524,nonartifact,1,0
210,107.0,107.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.23305899,nonartifact,1,1
227,115.5,116.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.14501165,nonartifact,1,1
228,116.0,116.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.79268235,nonartifact,1,0
229,116.5,117.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.8567071,nonartifact,1,0
230,117.0,117.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8368779,nonartifact,1,0
231,117.5,118.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.7570562,nonartifact,1,0
232,118.0,118.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.18313901,nonartifact,1,1
247,126.5,127.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.3686882,nonartifact,1,1
248,127.0,127.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.67373097,nonartifact,1,0
249,127.5,128.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.69900304,nonartifact,1,0
250,128.0,128.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.36848962,nonartifact,1,1
265,136.0,136.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.39331153,nonartifact,1,1
266,136.5,137.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.74664044,nonartifact,1,0
267,137.0,137.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.48893598,nonartifact,1,1
279,143.0,143.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.4045421,nonartifact,1,1
280,143.5,144.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.66835684,nonartifact,1,0
281,144.0,144.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.6248116,nonartifact,1,0
282,144.5,145.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.6185429,nonartifact,1,0
283,145.0,145.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.67473686,nonartifact,1,0
284,145.5,146.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.43047413,nonartifact,1,1
324,165.5,166.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.09539904,nonartifact,1,1
325,166.0,166.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.801418,nonartifact,1,0
326,166.5,167.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.85627836,nonartifact,1,0
327,167.0,167.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.73425126,nonartifact,1,0
328,167.5,168.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.58812946,nonartifact,1,0
457,232.0,232.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.4212155,nonartifact,1,1
458,232.5,233.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.7242345,nonartifact,1,0
459,233.0,233.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.9001401,nonartifact,1,0
460,233.5,234.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.86752224,nonartifact,1,0
461,234.0,234.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.7212671,nonartifact,1,0
462,234.5,235.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.33151,nonartifact,1,1
483,245.0,245.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.17952767,nonartifact,1,1
484,245.5,246.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.73879117,nonartifact,1,0
485,246.0,246.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.8011532,nonartifact,1,0
486,246.5,247.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.4672103,nonartifact,1,1
493,250.0,250.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.27425417,nonartifact,1,1
494,250.5,251.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.74323934,nonartifact,1,0
495,251.0,251.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.81535,nonartifact,1,0
496,251.5,252.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.5459905,nonartifact,1,0
499,253.0,253.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.61905515,nonartifact,1,0
500,253.5,254.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.7659907,nonartifact,1,0
501,254.0,254.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.4238902,nonartifact,1,1
566,287.0,287.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.33685482,nonartifact,1,1
567,287.5,288.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.70381933,nonartifact,1,0
568,288.0,288.999512,BAMBI.S601.yyyymmdd.ECRASD1,0.81909066,nonartifact,1,0
569,288.5,289.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.777067,nonartifact,1,0
570,289.5,290.499512,BAMBI.S601.yyyymmdd.ECRASD1,0.90849924,artifact,0,0
16,7.5,8.499512,SPACE.S49.yyyymmdd.EORASD,0.27996454,nonartifact,1,1
17,8.0,8.999512,SPACE.S49.yyyymmdd.EORASD,0.74685764,nonartifact,1,0
18,8.5,9.499512,SPACE.S49.yyyymmdd.EORASD,0.67375803,nonartifact,1,0
19,9.0,9.999512,SPACE.S49.yyyymmdd.EORASD,0.51621836,nonartifact,1,0
20,9.5,10.499512,SPACE.S49.yyyymmdd.EORASD,0.74673957,nonartifact,1,0
21,10.0,10.999512,SPACE.S49.yyyymmdd.EORASD,0.68099236,nonartifact,1,0
22,10.5,11.499512,SPACE.S49.yyyymmdd.EORASD,0.2000875,nonartifact,1,1
28,13.5,14.499512,SPACE.S49.yyyymmdd.EORASD,0.59656507,nonartifact,1,0
29,14.0,14.999512,SPACE.S49.yyyymmdd.EORASD,0.7522641,nonartifact,1,0
30,14.5,15.499512,SPACE.S49.yyyymmdd.EORASD,0.22477502,nonartifact,1,1
59,29.0,29.999512,SPACE.S49.yyyymmdd.EORASD,0.64254487,nonartifact,1,0
60,29.5,30.499512,SPACE.S49.yyyymmdd.EORASD,0.6892063,nonartifact,1,0
61,30.0,30.999512,SPACE.S49.yyyymmdd.EORASD,0.48188818,nonartifact,1,1
122,60.5,61.499512,SPACE.S49.yyyymmdd.EORASD,0.6142158,nonartifact,1,0
123,61.0,61.999512,SPACE.S49.yyyymmdd.EORASD,0.7930134,nonartifact,1,0
124,61.5,62.499512,SPACE.S49.yyyymmdd.EORASD,0.83388793,nonartifact,1,0
125,62.0,62.999512,SPACE.S49.yyyymmdd.EORASD,0.8214396,nonartifact,1,0
126,62.5,63.499512,SPACE.S49.yyyymmdd.EORASD,0.84691846,nonartifact,1,0
127,63.0,63.999512,SPACE.S49.yyyymmdd.EORASD,0.6498505,nonartifact,1,0
143,71.0,71.999512,SPACE.S49.yyyymmdd.EORASD,0.0854129,nonartifact,1,1
144,71.5,72.499512,SPACE.S49.yyyymmdd.EORASD,0.74114853,nonartifact,1,0
145,72.5,73.499512,SPACE.S49.yyyymmdd.EORASD,0.8811729,artifact,0,0
149,74.5,75.499512,SPACE.S49.yyyymmdd.EORASD,0.6957114,artifact,0,0
150,75.5,76.499512,SPACE.S49.yyyymmdd.EORASD,0.7764369,nonartifact,1,0
151,76.0,76.999512,SPACE.S49.yyyymmdd.EORASD,0.82002884,nonartifact,1,0
152,76.5,77.499512,SPACE.S49.yyyymmdd.EORASD,0.83022505,nonartifact,1,0
153,77.0,77.999512,SPACE.S49.yyyymmdd.EORASD,0.6999719,nonartifact,1,0
154,77.5,78.499512,SPACE.S49.yyyymmdd.EORASD,0.86376613,nonartifact,1,0
155,78.0,78.999512,SPACE.S49.yyyymmdd.EORASD,0.83389974,nonartifact,1,0
156,78.5,79.499512,SPACE.S49.yyyymmdd.EORASD,0.6565697,nonartifact,1,0
157,79.0,79.999512,SPACE.S49.yyyymmdd.EORASD,0.5016132,artifact,0,0
163,82.0,82.999512,SPACE.S49.yyyymmdd.EORASD,0.89270484,artifact,0,0
164,82.5,83.499512,SPACE.S49.yyyymmdd.EORASD,0.86976117,nonartifact,1,0
165,83.0,83.999512,SPACE.S49.yyyymmdd.EORASD,0.73462284,nonartifact,1,0
166,83.5,84.499512,SPACE.S49.yyyymmdd.EORASD,0.8470217,nonartifact,1,0
167,84.0,84.999512,SPACE.S49.yyyymmdd.EORASD,0.8496772,nonartifact,1,0
168,84.5,85.499512,SPACE.S49.yyyymmdd.EORASD,0.44996893,nonartifact,1,1
171,86.0,86.999512,SPACE.S49.yyyymmdd.EORASD,0.14666335,nonartifact,1,1
172,86.5,87.499512,SPACE.S49.yyyymmdd.EORASD,0.83325726,nonartifact,1,0
173,87.0,87.999512,SPACE.S49.yyyymmdd.EORASD,0.8223466,nonartifact,1,0
174,87.5,88.499512,SPACE.S49.yyyymmdd.EORASD,0.25519264,nonartifact,1,1
196,98.5,99.499512,SPACE.S49.yyyymmdd.EORASD,0.26620835,nonartifact,1,1
197,99.0,99.999512,SPACE.S49.yyyymmdd.EORASD,0.85012263,nonartifact,1,0
198,99.5,100.499512,SPACE.S49.yyyymmdd.EORASD,0.75940055,nonartifact,1,0
199,100.0,100.999512,SPACE.S49.yyyymmdd.EORASD,0.3020052,nonartifact,1,1
297,149.0,149.999512,SPACE.S49.yyyymmdd.EORASD,0.47706443,nonartifact,1,1
298,149.5,150.499512,SPACE.S49.yyyymmdd.EORASD,0.78827536,nonartifact,1,0
299,150.0,150.999512,SPACE.S49.yyyymmdd.EORASD,0.723167,nonartifact,1,0
300,150.5,151.499512,SPACE.S49.yyyymmdd.EORASD,0.23377569,nonartifact,1,1
319,160.0,160.999512,SPACE.S49.yyyymmdd.EORASD,0.5643558,nonartifact,1,0
320,160.5,161.499512,SPACE.S49.yyyymmdd.EORASD,0.80370146,nonartifact,1,0
321,161.0,161.999512,SPACE.S49.yyyymmdd.EORASD,0.8249655,nonartifact,1,0
322,161.5,162.499512,SPACE.S49.yyyymmdd.EORASD,0.49680024,nonartifact,1,1
3,1.0,1.999512,SPACE.S03.yyyymmdd.ECRASD,0.613631,artifact,0,0
4,1.5,2.499512,SPACE.S03.yyyymmdd.ECRASD,0.78221905,nonartifact,1,0
5,2.0,2.999512,SPACE.S03.yyyymmdd.ECRASD,0.689816,nonartifact,1,0
6,2.5,3.499512,SPACE.S03.yyyymmdd.ECRASD,0.18395603,nonartifact,1,1
18,8.5,9.499512,SPACE.S03.yyyymmdd.ECRASD,0.61663574,nonartifact,1,0
19,9.0,9.999512,SPACE.S03.yyyymmdd.ECRASD,0.6931963,nonartifact,1,0
20,9.5,10.499512,SPACE.S03.yyyymmdd.ECRASD,0.4501238,nonartifact,1,1
21,10.0,10.999512,SPACE.S03.yyyymmdd.ECRASD,0.64822304,nonartifact,1,0
22,10.5,11.499512,SPACE.S03.yyyymmdd.ECRASD,0.86728156,nonartifact,1,0
23,11.0,11.999512,SPACE.S03.yyyymmdd.ECRASD,0.89687026,nonartifact,1,0
24,11.5,12.499512,SPACE.S03.yyyymmdd.ECRASD,0.899887,nonartifact,1,0
25,12.0,12.999512,SPACE.S03.yyyymmdd.ECRASD,0.76401764,nonartifact,1,0
26,12.5,13.499512,SPACE.S03.yyyymmdd.ECRASD,0.8024577,nonartifact,1,0
27,13.0,13.999512,SPACE.S03.yyyymmdd.ECRASD,0.74052393,nonartifact,1,0
28,13.5,14.499512,SPACE.S03.yyyymmdd.ECRASD,0.38851434,nonartifact,1,1
31,15.0,15.999512,SPACE.S03.yyyymmdd.ECRASD,0.6212018,nonartifact,1,0
32,15.5,16.499512,SPACE.S03.yyyymmdd.ECRASD,0.7165861,nonartifact,1,0
33,16.0,16.999512,SPACE.S03.yyyymmdd.ECRASD,0.636698,nonartifact,1,0
34,16.5,17.499512,SPACE.S03.yyyymmdd.ECRASD,0.683396,nonartifact,1,0
35,17.0,17.999512,SPACE.S03.yyyymmdd.ECRASD,0.6162405,nonartifact,1,0
58,28.5,29.499512,SPACE.S03.yyyymmdd.ECRASD,0.4509012,nonartifact,1,1
59,29.0,29.999512,SPACE.S03.yyyymmdd.ECRASD,0.67750514,nonartifact,1,0
60,29.5,30.499512,SPACE.S03.yyyymmdd.ECRASD,0.77560294,nonartifact,1,0
61,30.0,30.999512,SPACE.S03.yyyymmdd.ECRASD,0.68519115,nonartifact,1,0
62,30.5,31.499512,SPACE.S03.yyyymmdd.ECRASD,0.3870584,nonartifact,1,1
107,53.0,53.999512,SPACE.S03.yyyymmdd.ECRASD,0.6429971,nonartifact,1,0
108,53.5,54.499512,SPACE.S03.yyyymmdd.ECRASD,0.8015327,nonartifact,1,0
109,54.0,54.999512,SPACE.S03.yyyymmdd.ECRASD,0.8793079,nonartifact,1,0
110,54.5,55.499512,SPACE.S03.yyyymmdd.ECRASD,0.8786052,nonartifact,1,0
111,55.0,55.999512,SPACE.S03.yyyymmdd.ECRASD,0.819964,nonartifact,1,0
112,55.5,56.499512,SPACE.S03.yyyymmdd.ECRASD,0.6434455,nonartifact,1,0
113,56.0,56.999512,SPACE.S03.yyyymmdd.ECRASD,0.5694276,nonartifact,1,0
114,56.5,57.499512,SPACE.S03.yyyymmdd.ECRASD,0.7067178,nonartifact,1,0
115,57.0,57.999512,SPACE.S03.yyyymmdd.ECRASD,0.8783565,nonartifact,1,0
116,57.5,58.499512,SPACE.S03.yyyymmdd.ECRASD,0.8792673,nonartifact,1,0
117,58.0,58.999512,SPACE.S03.yyyymmdd.ECRASD,0.5402535,nonartifact,1,0
123,61.0,61.999512,SPACE.S03.yyyymmdd.ECRASD,0.5789526,nonartifact,1,0
124,61.5,62.499512,SPACE.S03.yyyymmdd.ECRASD,0.7174155,nonartifact,1,0
125,62.0,62.999512,SPACE.S03.yyyymmdd.ECRASD,0.8463414,nonartifact,1,0
126,62.5,63.499512,SPACE.S03.yyyymmdd.ECRASD,0.85929835,nonartifact,1,0
127,63.0,63.999512,SPACE.S03.yyyymmdd.ECRASD,0.7914127,nonartifact,1,0
128,63.5,64.499512,SPACE.S03.yyyymmdd.ECRASD,0.39376795,nonartifact,1,1
136,67.5,68.499512,SPACE.S03.yyyymmdd.ECRASD,0.7768905,artifact,0,0
137,68.0,68.999512,SPACE.S03.yyyymmdd.ECRASD,0.9266014,nonartifact,1,0
138,68.5,69.499512,SPACE.S03.yyyymmdd.ECRASD,0.93216306,nonartifact,1,0
139,69.0,69.999512,SPACE.S03.yyyymmdd.ECRASD,0.9073899,nonartifact,1,0
140,69.5,70.499512,SPACE.S03.yyyymmdd.ECRASD,0.921995,nonartifact,1,0
141,70.0,70.999512,SPACE.S03.yyyymmdd.ECRASD,0.9136724,nonartifact,1,0
142,70.5,71.499512,SPACE.S03.yyyymmdd.ECRASD,0.9240509,nonartifact,1,0
143,71.0,71.999512,SPACE.S03.yyyymmdd.ECRASD,0.88385296,nonartifact,1,0
144,71.5,72.499512,SPACE.S03.yyyymmdd.ECRASD,0.60969377,nonartifact,1,0
145,72.0,72.999512,SPACE.S03.yyyymmdd.ECRASD,0.9117832,nonartifact,1,0
146,72.5,73.499512,SPACE.S03.yyyymmdd.ECRASD,0.931815,nonartifact,1,0
147,73.0,73.999512,SPACE.S03.yyyymmdd.ECRASD,0.93024564,nonartifact,1,0
148,73.5,74.499512,SPACE.S03.yyyymmdd.ECRASD,0.9056846,nonartifact,1,0
149,74.0,74.999512,SPACE.S03.yyyymmdd.ECRASD,0.92969984,nonartifact,1,0
150,74.5,75.499512,SPACE.S03.yyyymmdd.ECRASD,0.92922276,nonartifact,1,0
151,75.0,75.999512,SPACE.S03.yyyymmdd.ECRASD,0.92870927,nonartifact,1,0
152,75.5,76.499512,SPACE.S03.yyyymmdd.ECRASD,0.93074507,nonartifact,1,0
153,76.0,76.999512,SPACE.S03.yyyymmdd.ECRASD,0.82990724,nonartifact,1,0
154,76.5,77.499512,SPACE.S03.yyyymmdd.ECRASD,0.8462753,nonartifact,1,0
155,77.0,77.999512,SPACE.S03.yyyymmdd.ECRASD,0.8478212,nonartifact,1,0
156,77.5,78.499512,SPACE.S03.yyyymmdd.ECRASD,0.7886991,nonartifact,1,0
157,78.0,78.999512,SPACE.S03.yyyymmdd.ECRASD,0.59902424,nonartifact,1,0
182,90.5,91.499512,SPACE.S03.yyyymmdd.ECRASD,0.48095548,nonartifact,1,1
183,91.0,91.999512,SPACE.S03.yyyymmdd.ECRASD,0.6510531,nonartifact,1,0
184,91.5,92.499512,SPACE.S03.yyyymmdd.ECRASD,0.417209,nonartifact,1,1
188,93.5,94.499512,SPACE.S03.yyyymmdd.ECRASD,0.5237588,nonartifact,1,0
189,94.0,94.999512,SPACE.S03.yyyymmdd.ECRASD,0.7399419,nonartifact,1,0
190,94.5,95.499512,SPACE.S03.yyyymmdd.ECRASD,0.63178456,nonartifact,1,0
247,124.5,125.499512,SPACE.S03.yyyymmdd.ECRASD,0.48170912,nonartifact,1,1
248,125.0,125.999512,SPACE.S03.yyyymmdd.ECRASD,0.72741854,nonartifact,1,0
249,125.5,126.499512,SPACE.S03.yyyymmdd.ECRASD,0.4792986,nonartifact,1,1
270,136.0,136.999512,SPACE.S03.yyyymmdd.ECRASD,0.52736884,nonartifact,1,0
271,136.5,137.499512,SPACE.S03.yyyymmdd.ECRASD,0.8071714,nonartifact,1,0
272,137.0,137.999512,SPACE.S03.yyyymmdd.ECRASD,0.8856957,nonartifact,1,0
273,137.5,138.499512,SPACE.S03.yyyymmdd.ECRASD,0.83582383,nonartifact,1,0
274,138.0,138.999512,SPACE.S03.yyyymmdd.ECRASD,0.6165046,nonartifact,1,0
276,139.0,139.999512,SPACE.S03.yyyymmdd.ECRASD,0.5300204,nonartifact,1,0
277,139.5,140.499512,SPACE.S03.yyyymmdd.ECRASD,0.7533082,nonartifact,1,0
278,140.0,140.999512,SPACE.S03.yyyymmdd.ECRASD,0.67309016,nonartifact,1,0
279,140.5,141.499512,SPACE.S03.yyyymmdd.ECRASD,0.64123154,nonartifact,1,0
284,143.0,143.999512,SPACE.S03.yyyymmdd.ECRASD,0.34023145,nonartifact,1,1
285,143.5,144.499512,SPACE.S03.yyyymmdd.ECRASD,0.67844534,nonartifact,1,0
286,144.0,144.999512,SPACE.S03.yyyymmdd.ECRASD,0.8203094,nonartifact,1,0
287,144.5,145.499512,SPACE.S03.yyyymmdd.ECRASD,0.83215857,nonartifact,1,0
288,145.0,145.999512,SPACE.S03.yyyymmdd.ECRASD,0.8068082,nonartifact,1,0
289,145.5,146.499512,SPACE.S03.yyyymmdd.ECRASD,0.7776747,nonartifact,1,0
290,146.0,146.999512,SPACE.S03.yyyymmdd.ECRASD,0.705833,nonartifact,1,0
291,146.5,147.499512,SPACE.S03.yyyymmdd.ECRASD,0.24833673,nonartifact,1,1
302,152.0,152.999512,SPACE.S03.yyyymmdd.ECRASD,0.56505775,nonartifact,1,0
303,152.5,153.499512,SPACE.S03.yyyymmdd.ECRASD,0.6880455,nonartifact,1,0
304,153.0,153.999512,SPACE.S03.yyyymmdd.ECRASD,0.70019025,nonartifact,1,0
305,153.5,154.499512,SPACE.S03.yyyymmdd.ECRASD,0.42481777,nonartifact,1,1
306,154.0,154.999512,SPACE.S03.yyyymmdd.ECRASD,0.4657886,nonartifact,1,1
307,154.5,155.499512,SPACE.S03.yyyymmdd.ECRASD,0.7316709,nonartifact,1,0
308,155.0,155.999512,SPACE.S03.yyyymmdd.ECRASD,0.64572906,nonartifact,1,0
310,156.0,156.999512,SPACE.S03.yyyymmdd.ECRASD,0.4774146,nonartifact,1,1
311,156.5,157.499512,SPACE.S03.yyyymmdd.ECRASD,0.6702684,nonartifact,1,0
312,157.0,157.999512,SPACE.S03.yyyymmdd.ECRASD,0.5961889,nonartifact,1,0
320,161.0,161.999512,SPACE.S03.yyyymmdd.ECRASD,0.6204935,nonartifact,1,0
321,161.5,162.499512,SPACE.S03.yyyymmdd.ECRASD,0.75016505,nonartifact,1,0
322,162.0,162.999512,SPACE.S03.yyyymmdd.ECRASD,0.6678264,nonartifact,1,0
323,162.5,163.499512,SPACE.S03.yyyymmdd.ECRASD,0.3776235,nonartifact,1,1
351,176.5,177.499512,SPACE.S03.yyyymmdd.ECRASD,0.39569172,nonartifact,1,1
352,177.0,177.999512,SPACE.S03.yyyymmdd.ECRASD,0.7624307,nonartifact,1,0
353,177.5,178.499512,SPACE.S03.yyyymmdd.ECRASD,0.8849012,nonartifact,1,0
354,178.0,178.999512,SPACE.S03.yyyymmdd.ECRASD,0.8206011,artifact,0,0
