id,revised_class,true_class,true_label,predicted_class
BAMBI.S589.yyyymmdd.EORASD1_raw_nonartifact_195.0-195.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_7.0-7.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_7.5-8.499512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_8.0-8.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_51.0-51.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_51.5-52.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_52.0-52.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_52.5-53.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_53.0-53.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_150.5-151.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_151.0-151.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_151.5-152.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_156.5-157.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_157.5-158.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_166.0-166.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_167.0-167.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_192.0-192.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_193.0-193.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_193.5-194.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_236.0-236.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_258.5-259.499512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_259.0-259.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_259.5-260.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_284.5-285.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_285.0-285.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_286.0-286.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_298.5-299.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_299.0-299.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_299.5-300.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.ECRASD1_raw_nonartifact_300.0-300.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_2.5-3.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_3.0-3.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_3.5-4.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_6.5-7.499512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_7.0-7.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_7.5-8.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_8.5-9.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_9.0-9.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_9.5-10.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_29.0-29.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_29.5-30.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_30.0-30.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_39.0-39.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_39.5-40.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_40.0-40.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_61.0-61.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_61.5-62.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_62.0-62.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_62.5-63.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_63.5-64.499512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_64.0-64.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_64.5-65.499512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_96.5-97.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_97.5-98.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_110.5-111.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_111.0-111.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_111.5-112.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_112.0-112.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_112.5-113.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_113.0-113.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_137.5-138.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_138.0-138.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_138.5-139.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_139.0-139.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_143.0-143.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_143.5-144.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_144.0-144.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_artifact_155.0-155.999512,1,0,artifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_155.5-156.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_156.0-156.999512,0,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_202.5-203.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_203.0-203.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_203.5-204.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_207.5-208.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_208.0-208.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_208.5-209.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_209.0-209.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_209.5-210.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_210.0-210.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_210.5-211.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_211.0-211.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_215.0-215.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_215.5-216.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_216.0-216.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_216.5-217.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_217.0-217.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_228.5-229.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_229.0-229.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_229.5-230.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_230.0-230.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_237.5-238.499512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_238.0-238.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_238.5-239.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_239.0-239.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_artifact_257.5-258.499512,1,0,artifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_258.5-259.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_259.0-259.999512,1,1,nonartifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_artifact_262.5-263.499512,1,0,artifact,1
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_263.0-263.999512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_263.5-264.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_297.0-297.999512,1,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_297.5-298.499512,0,1,nonartifact,0
BAMBI.S591.yyyymmdd.EORASD1_raw_nonartifact_298.0-298.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_64.5-65.499512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_65.0-65.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_65.5-66.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_66.0-66.999512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_93.0-93.999512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_93.5-94.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_97.0-97.999512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_98.5-99.499512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_197.0-197.999512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_197.5-198.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.ECRASD1_raw_nonartifact_264.0-264.999512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_22.0-22.999512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_22.5-23.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_23.0-23.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_23.5-24.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_27.0-27.999512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_27.5-28.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_28.0-28.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_28.5-29.499512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_artifact_93.5-94.499512,1,0,artifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_94.5-95.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_artifact_95.0-95.999512,0,0,artifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_102.0-102.999512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_103.0-103.999512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_107.5-108.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_108.0-108.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_108.5-109.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_109.0-109.999512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_109.5-110.499512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_137.5-138.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_138.0-138.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_138.5-139.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_139.5-140.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_140.0-140.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_140.5-141.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_141.0-141.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_artifact_211.5-212.499512,1,0,artifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_212.5-213.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_213.5-214.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_214.0-214.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_214.5-215.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_216.0-216.999512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_218.0-218.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_218.5-219.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_219.5-220.499512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_220.5-221.499512,1,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_240.5-241.499512,1,1,nonartifact,1
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_241.0-241.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_241.5-242.499512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_242.0-242.999512,0,1,nonartifact,0
BAMBI.S592.yyyymmdd.EORASD1_raw_nonartifact_242.5-243.499512,1,1,nonartifact,1
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_9.5-10.499512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_10.5-11.499512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_11.0-11.999512,1,1,nonartifact,1
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_12.5-13.499512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_13.0-13.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_29.5-30.499512,1,1,nonartifact,1
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_30.0-30.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_30.5-31.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_32.5-33.499512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_33.0-33.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_34.0-34.999512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_39.5-40.499512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_40.0-40.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_40.5-41.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_41.0-41.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_41.5-42.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_42.0-42.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_42.5-43.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_43.0-43.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_43.5-44.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_44.0-44.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_44.5-45.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_45.0-45.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_45.5-46.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_46.0-46.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_46.5-47.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_47.0-47.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_47.5-48.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_48.0-48.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_48.5-49.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_49.0-49.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_49.5-50.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_50.0-50.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_50.5-51.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_56.0-56.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_56.5-57.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_57.0-57.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_57.5-58.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_58.0-58.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_58.5-59.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_59.0-59.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_59.5-60.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_60.5-61.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_61.0-61.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_61.5-62.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_62.0-62.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_62.5-63.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_63.0-63.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_63.5-64.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_64.0-64.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_64.5-65.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_65.0-65.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_69.5-70.499512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_70.0-70.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_82.5-83.499512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_84.0-84.999512,1,1,nonartifact,1
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_104.5-105.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_105.0-105.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_105.5-106.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_106.0-106.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_110.0-110.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_110.5-111.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_139.5-140.499512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_140.0-140.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_140.5-141.499512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_artifact_149.5-150.499512,0,0,artifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_150.0-150.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_150.5-151.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_151.0-151.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_151.5-152.499512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_155.0-155.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_155.5-156.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_157.0-157.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_157.5-158.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_158.0-158.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_158.5-159.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_160.0-160.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_160.5-161.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_178.0-178.999512,1,1,nonartifact,1
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_178.5-179.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_179.0-179.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_179.5-180.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_180.0-180.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_188.0-188.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_188.5-189.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_189.0-189.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_189.5-190.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_190.0-190.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_190.5-191.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_191.0-191.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_191.5-192.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_192.0-192.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_193.0-193.999512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_193.5-194.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_194.0-194.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_194.5-195.499512,1,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_197.0-197.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_197.5-198.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_202.0-202.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_202.5-203.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_203.0-203.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_203.5-204.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_204.0-204.999512,1,1,nonartifact,1
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_207.0-207.999512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_207.5-208.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_217.5-218.499512,0,1,nonartifact,0
BAMBI.S593.yyyymmdd.ECRASD1_raw_nonartifact_218.0-218.999512,0,1,nonartifact,0
